source_row_id,account_id,customer_id,branch_id,account_type,currency,opened_at,status,balance,credit_limit,updated_at
accounts-000066,AC-00066,CU-00066,BR-006,checking,USD,2026-01-03T09:25:00Z,active,20668.00,9484.00,2026-01-01T18:25:00Z
accounts-000067,AC-00067,CU-00067,BR-007,checking,USD,2026-01-03T10:18:00Z,active,4212.00,11838.00,2026-01-01T18:42:00Z
accounts-000068,AC-00068,CU-00068,BR-008,savings,USD,2026-01-03T11:11:00Z,active,7945.00,5571.00,2026-01-01T18:59:00Z
accounts-000069,AC-00069,CU-00069,BR-009,checking,USD,2026-01-03T12:04:00Z,active,15655.00,7861.00,2026-01-01T19:16:00Z
accounts-000070,AC-00070,CU-00070,BR-010,checking,USD,2026-01-03T12:57:00Z,active,17866.00,8493.00,2026-01-01T19:33:00Z
accounts-000071,AC-00071,CU-00071,BR-011,credit,USD,2026-01-03T13:50:00Z,active,20584.00,11639.00,2026-01-01T19:50:00Z
accounts-000072,AC-00072,CU-00072,BR-012,credit,USD,2026-01-03T14:43:00Z,active,9533.00,12374.00,2026-01-01T20:07:00Z
accounts-000073,AC-00073,CU-00073,BR-013,savings,USD,2026-01-03T15:36:00Z,active,21398.00,2449.00,2026-01-01T20:24:00Z
accounts-000074,AC-00074,CU-00074,BR-014,credit,USD,2026-01-03T16:29:00Z,active,4516.00,3614.00,2026-01-01T20:41:00Z
accounts-000075,AC-00075,CU-00075,BR-015,credit,USD,2026-01-03T17:22:00Z,active,24400.00,11550.00,2026-01-01T20:58:00Z
accounts-000076,AC-00076,CU-00076,BR-016,checking,USD,2026-01-03T18:15:00Z,active,6504.00,6666.00,2026-01-01T21:15:00Z
accounts-000077,AC-00077,CU-00077,BR-017,savings,USD,2026-01-03T19:08:00Z,active,10794.00,3817.00,2026-01-01T21:32:00Z
accounts-000078,AC-00078,CU-00078,BR-018,savings,USD,2026-01-03T20:01:00Z,active,14687.00,10301.00,2026-01-01T21:49:00Z
accounts-000079,AC-00079,CU-00079,BR-019,savings,USD,2026-01-03T20:54:00Z,active,21058.00,3847.00,2026-01-01T22:06:00Z
accounts-000080,AC-00080,CU-00080,BR-020,credit,USD,2026-01-03T21:47:00Z,active,23948.00,9465.00,2026-01-01T22:23:00Z
accounts-000081,AC-00081,CU-00081,BR-001,checking,USD,2026-01-03T22:40:00Z,active,6345.00,5869.00,2026-01-01T22:40:00Z
accounts-000082,AC-00082,CU-00082,BR-002,savings,USD,2026-01-03T23:33:00Z,active,5340.00,3629.00,2026-01-01T22:57:00Z
accounts-000083,AC-00083,CU-00083,BR-003,credit,USD,2026-01-04T00:26:00Z,active,15645.00,3824.00,2026-01-01T23:14:00Z
accounts-000084,AC-00084,CU-00084,BR-004,savings,USD,2026-01-04T01:19:00Z,active,20794.00,5148.00,2026-01-01T23:31:00Z
accounts-000085,AC-00085,CU-00085,BR-005,checking,USD,2026-01-04T02:12:00Z,active,5257.00,4417.00,2026-01-01T23:48:00Z
accounts-000086,AC-00086,CU-00086,BR-006,savings,USD,2026-01-04T03:05:00Z,active,10818.00,14916.00,2026-01-02T00:05:00Z
accounts-000087,AC-00087,CU-00087,BR-007,credit,USD,2026-01-04T03:58:00Z,active,24371.00,7678.00,2026-01-02T00:22:00Z
accounts-000088,AC-00088,CU-00088,BR-008,credit,USD,2026-01-04T04:51:00Z,active,15297.00,7159.00,2026-01-02T00:39:00Z
accounts-000089,AC-00089,CU-00089,BR-009,credit,USD,2026-01-04T05:44:00Z,active,21174.00,14611.00,2026-01-02T00:56:00Z
accounts-000090,AC-00090,CU-00090,BR-010,credit,USD,2026-01-04T06:37:00Z,active,6535.00,2284.00,2026-01-02T01:13:00Z
accounts-000091,AC-00091,CU-00091,BR-011,credit,USD,2026-01-04T07:30:00Z,active,19410.00,7313.00,2026-01-02T01:30:00Z
accounts-000092,AC-00092,CU-00092,BR-012,checking,USD,2026-01-04T08:23:00Z,active,886.00,4983.00,2026-01-02T01:47:00Z
accounts-000093,AC-00093,CU-00093,BR-013,checking,USD,2026-01-04T09:16:00Z,active,20347.00,11945.00,2026-01-02T02:04:00Z
accounts-000094,AC-00094,CU-00094,BR-014,checking,USD,2026-01-04T10:09:00Z,active,4325.00,9248.00,2026-01-02T02:21:00Z
accounts-000095,AC-00095,CU-00095,BR-015,savings,USD,2026-01-04T11:02:00Z,active,13071.00,4437.00,2026-01-02T02:38:00Z
accounts-000096,AC-00096,CU-00096,BR-016,checking,USD,2026-01-04T11:55:00Z,active,11199.00,12895.00,2026-01-02T02:55:00Z
accounts-000097,AC-00097,CU-00097,BR-017,checking,USD,2026-01-04T12:48:00Z,active,8422.00,2767.00,2026-01-02T03:12:00Z
accounts-000098,AC-00098,CU-00098,BR-018,savings,USD,2026-01-04T13:41:00Z,active,11554.00,5709.00,2026-01-02T03:29:00Z
accounts-000099,AC-00099,CU-00099,BR-019,savings,USD,2026-01-04T14:34:00Z,active,24734.00,5018.00,2026-01-02T03:46:00Z
accounts-000100,AC-00100,CU-00100,BR-020,savings,USD,2026-01-04T15:27:00Z,active,6317.00,9638.00,2026-01-02T04:03:00Z
accounts-000101,AC-00101,CU-00101,BR-001,credit,USD,2026-01-04T16:20:00Z,active,21595.00,8578.00,2026-01-02T04:20:00Z
accounts-000102,AC-00102,CU-00102,BR-002,checking,USD,2026-01-04T17:13:00Z,active,4661.00,8139.00,2026-01-02T04:37:00Z
accounts-000103,AC-00103,CU-00103,BR-003,savings,USD,2026-01-04T18:06:00Z,active,572.00,2209.00,2026-01-02T04:54:00Z
accounts-000104,AC-00104,CU-00104,BR-004,checking,USD,2026-01-04T18:59:00Z,active,21840.00,12644.00,2026-01-02T05:11:00Z
accounts-000105,AC-00105,CU-00105,BR-005,savings,USD,2026-01-04T19:52:00Z,active,12922.00,13587.00,2026-01-02T05:28:00Z
accounts-000106,AC-00106,CU-00106,BR-006,checking,USD,2026-01-04T20:45:00Z,active,5595.00,7123.00,2026-01-02T05:45:00Z
accounts-000107,AC-00107,CU-00107,BR-007,credit,USD,2026-01-04T21:38:00Z,active,6310.00,6155.00,2026-01-02T06:02:00Z
accounts-000108,AC-00108,CU-00108,BR-008,savings,USD,2026-01-04T22:31:00Z,active,2814.00,6952.00,2026-01-02T06:19:00Z
accounts-000109,AC-00109,CU-00109,BR-009,checking,USD,2026-01-04T23:24:00Z,active,13125.00,11307.00,2026-01-02T06:36:00Z
accounts-000110,AC-00110,CU-00110,BR-010,checking,USD,2026-01-05T00:17:00Z,active,10279.00,7690.00,2026-01-02T06:53:00Z
accounts-000111,AC-00111,CU-00111,BR-011,savings,USD,2026-01-05T01:10:00Z,active,13300.00,10011.00,2026-01-02T07:10:00Z
accounts-000112,AC-00112,CU-00112,BR-012,savings,USD,2026-01-05T02:03:00Z,active,16302.00,1182.00,2026-01-02T07:27:00Z
accounts-000113,AC-00113,CU-00113,BR-013,checking,USD,2026-01-05T02:56:00Z,active,9214.00,2802.00,2026-01-02T07:44:00Z
accounts-000114,AC-00114,CU-00114,BR-014,credit,USD,2026-01-05T03:49:00Z,active,23842.00,7290.00,2026-01-02T08:01:00Z
accounts-000115,AC-00115,CU-00115,BR-015,credit,USD,2026-01-05T04:42:00Z,active,2447.00,13769.00,2026-01-02T08:18:00Z
accounts-000116,AC-00116,CU-00116,BR-016,credit,USD,2026-01-05T05:35:00Z,active,13416.00,9981.00,2026-01-02T08:35:00Z
accounts-000117,AC-00117,CU-00117,BR-017,checking,USD,2026-01-05T06:28:00Z,active,2102.00,9983.00,2026-01-02T08:52:00Z
accounts-000118,AC-00118,CU-00118,BR-018,credit,USD,2026-01-05T07:21:00Z,active,6011.00,7990.00,2026-01-02T09:09:00Z
accounts-000119,AC-00119,CU-00119,BR-019,savings,USD,2026-01-05T08:14:00Z,active,3382.00,9782.00,2026-01-02T09:26:00Z
accounts-000120,AC-00120,CU-00120,BR-020,credit,USD,2026-01-05T09:07:00Z,active,12252.00,11584.00,2026-01-02T09:43:00Z
accounts-000121,AC-00121,CU-00121,BR-001,checking,USD,2026-01-05T10:00:00Z,active,22170.00,9096.00,2026-01-02T10:00:00Z
accounts-000122,AC-00122,CU-00122,BR-002,credit,USD,2026-01-05T10:53:00Z,active,13042.00,14329.00,2026-01-02T10:17:00Z
accounts-000123,AC-00123,CU-00123,BR-003,credit,USD,2026-01-05T11:46:00Z,active,15285.00,6988.00,2026-01-02T10:34:00Z
accounts-000124,AC-00124,CU-00124,BR-004,checking,USD,2026-01-05T12:39:00Z,active,3670.00,3312.00,2026-01-02T10:51:00Z
accounts-000125,AC-00125,CU-00125,BR-005,checking,USD,2026-01-05T13:32:00Z,active,699.00,3362.00,2026-01-02T11:08:00Z
accounts-000126,AC-00126,CU-00126,BR-006,credit,USD,2026-01-05T14:25:00Z,active,8348.00,12876.00,2026-01-02T11:25:00Z
accounts-000127,AC-00127,CU-00127,BR-007,checking,USD,2026-01-05T15:18:00Z,active,630.00,4835.00,2026-01-02T11:42:00Z
accounts-000128,AC-00128,CU-00128,BR-008,credit,USD,2026-01-05T16:11:00Z,active,16454.00,706.00,2026-01-02T11:59:00Z
accounts-000129,AC-00129,CU-00129,BR-009,savings,USD,2026-01-05T17:04:00Z,active,16109.00,6945.00,2026-01-02T12:16:00Z
accounts-000130,AC-00130,CU-00130,BR-010,checking,USD,2026-01-05T17:57:00Z,active,18273.00,13140.00,2026-01-02T12:33:00Z
accounts-000131,AC-00131,CU-00131,BR-011,checking,USD,2026-01-05T18:50:00Z,active,12113.00,6021.00,2026-01-02T12:50:00Z
accounts-000132,AC-00132,CU-00132,BR-012,savings,USD,2026-01-05T19:43:00Z,active,16977.00,2441.00,2026-01-02T13:07:00Z
accounts-000133,AC-00133,CU-00133,BR-013,savings,USD,2026-01-05T20:36:00Z,active,24172.00,12591.00,2026-01-02T13:24:00Z
accounts-000134,AC-00134,CU-00134,BR-014,savings,USD,2026-01-05T21:29:00Z,active,20412.00,1160.00,2026-01-02T13:41:00Z
accounts-000135,AC-00135,CU-00135,BR-015,credit,USD,2026-01-05T22:22:00Z,active,23209.00,1854.00,2026-01-02T13:58:00Z
accounts-000136,AC-00136,CU-00136,BR-016,checking,USD,2026-01-05T23:15:00Z,active,18443.00,3789.00,2026-01-02T14:15:00Z
accounts-000137,AC-00137,CU-00137,BR-017,checking,USD,2026-01-06T00:08:00Z,active,147.00,2204.00,2026-01-02T14:32:00Z
accounts-000138,AC-00138,CU-00138,BR-018,checking,USD,2026-01-06T01:01:00Z,active,17405.00,7791.00,2026-01-02T14:49:00Z
accounts-000139,AC-00139,CU-00139,BR-019,checking,USD,2026-01-06T01:54:00Z,active,13928.00,8714.00,2026-01-02T15:06:00Z
accounts-000140,AC-00140,CU-00140,BR-020,credit,USD,2026-01-06T02:47:00Z,active,20096.00,5884.00,2026-01-02T15:23:00Z
accounts-000141,AC-00141,CU-00141,BR-001,checking,USD,2026-01-06T03:40:00Z,active,17942.00,9841.00,2026-01-02T15:40:00Z
accounts-000142,AC-00142,CU-00142,BR-002,credit,USD,2026-01-06T04:33:00Z,active,17799.00,2680.00,2026-01-02T15:57:00Z
accounts-000143,AC-00143,CU-00143,BR-003,savings,USD,2026-01-06T05:26:00Z,active,13295.00,3845.00,2026-01-02T16:14:00Z
accounts-000144,AC-00144,CU-00144,BR-004,credit,USD,2026-01-06T06:19:00Z,active,20024.00,2467.00,2026-01-02T16:31:00Z
accounts-000145,AC-00145,CU-00145,BR-005,credit,USD,2026-01-06T07:12:00Z,active,19489.00,5741.00,2026-01-02T16:48:00Z
accounts-000146,AC-00146,CU-00146,BR-006,credit,USD,2026-01-06T08:05:00Z,active,1020.00,13653.00,2026-01-02T17:05:00Z
accounts-000147,AC-00147,CU-00147,BR-007,checking,USD,2026-01-06T08:58:00Z,active,9771.00,10379.00,2026-01-02T17:22:00Z
accounts-000148,AC-00148,CU-00148,BR-008,checking,USD,2026-01-06T09:51:00Z,active,5605.00,724.00,2026-01-02T17:39:00Z
accounts-000149,AC-00149,CU-00149,BR-009,credit,USD,2026-01-06T10:44:00Z,active,21617.00,1994.00,2026-01-02T17:56:00Z
accounts-000150,AC-00150,CU-00150,BR-010,savings,USD,2026-01-06T11:37:00Z,active,10665.00,9132.00,2026-01-02T18:13:00Z
accounts-000151,AC-00151,CU-00151,BR-011,savings,USD,2026-01-06T12:30:00Z,active,19059.00,4041.00,2026-01-02T18:30:00Z
accounts-000152,AC-00152,CU-00152,BR-012,checking,USD,2026-01-06T13:23:00Z,active,7059.00,6163.00,2026-01-02T18:47:00Z
accounts-000153,AC-00153,CU-00153,BR-013,checking,USD,2026-01-06T14:16:00Z,active,16673.00,9268.00,2026-01-02T19:04:00Z
accounts-000154,AC-00154,CU-00154,BR-014,checking,USD,2026-01-06T15:09:00Z,active,15223.00,12541.00,2026-01-02T19:21:00Z
accounts-000155,AC-00155,CU-00155,BR-015,savings,USD,2026-01-06T16:02:00Z,active,12415.00,5450.00,2026-01-02T19:38:00Z
accounts-000156,AC-00156,CU-00156,BR-016,checking,USD,2026-01-06T16:55:00Z,active,3378.00,13493.00,2026-01-02T19:55:00Z
accounts-000157,AC-00157,CU-00157,BR-017,savings,USD,2026-01-06T17:48:00Z,active,14639.00,3837.00,2026-01-02T20:12:00Z
accounts-000158,AC-00158,CU-00158,BR-018,checking,USD,2026-01-06T18:41:00Z,active,24500.00,7123.00,2026-01-02T20:29:00Z
accounts-000159,AC-00159,CU-00159,BR-019,checking,USD,2026-01-06T19:34:00Z,active,1223.00,13563.00,2026-01-02T20:46:00Z
accounts-000160,AC-00160,CU-00160,BR-020,savings,USD,2026-01-06T20:27:00Z,active,2015.00,10389.00,2026-01-02T21:03:00Z
accounts-000161,AC-00161,CU-00161,BR-001,credit,USD,2026-01-06T21:20:00Z,active,4768.00,10615.00,2026-01-02T21:20:00Z
accounts-000162,AC-00162,CU-00162,BR-002,credit,USD,2026-01-06T22:13:00Z,active,18060.00,4347.00,2026-01-02T21:37:00Z
accounts-000163,AC-00163,CU-00163,BR-003,credit,USD,2026-01-06T23:06:00Z,active,10591.00,1013.00,2026-01-02T21:54:00Z
accounts-000164,AC-00164,CU-00164,BR-004,checking,USD,2026-01-06T23:59:00Z,active,4795.00,8242.00,2026-01-02T22:11:00Z
accounts-000165,AC-00165,CU-00165,BR-005,credit,USD,2026-01-07T00:52:00Z,active,21408.00,4881.00,2026-01-02T22:28:00Z
accounts-000166,AC-00166,CU-00166,BR-006,checking,USD,2026-01-07T01:45:00Z,active,17530.00,12938.00,2026-01-02T22:45:00Z
accounts-000167,AC-00167,CU-00167,BR-007,savings,USD,2026-01-07T02:38:00Z,active,17040.00,9899.00,2026-01-02T23:02:00Z
accounts-000168,AC-00168,CU-00168,BR-008,savings,USD,2026-01-07T03:31:00Z,active,16097.00,10207.00,2026-01-02T23:19:00Z
accounts-000169,AC-00169,CU-00169,BR-009,credit,USD,2026-01-07T04:24:00Z,active,22126.00,10334.00,2026-01-02T23:36:00Z
accounts-000170,AC-00170,CU-00170,BR-010,savings,USD,2026-01-07T05:17:00Z,active,11513.00,3581.00,2026-01-02T23:53:00Z
accounts-000171,AC-00171,CU-00171,BR-011,credit,USD,2026-01-07T06:10:00Z,active,3476.00,9385.00,2026-01-03T00:10:00Z
accounts-000172,AC-00172,CU-00172,BR-012,credit,USD,2026-01-07T07:03:00Z,active,17416.00,3205.00,2026-01-03T00:27:00Z
accounts-000173,AC-00173,CU-00173,BR-013,savings,USD,2026-01-07T07:56:00Z,active,4563.00,10626.00,2026-01-03T00:44:00Z
accounts-000174,AC-00174,CU-00174,BR-014,checking,USD,2026-01-07T08:49:00Z,active,16439.00,13296.00,2026-01-03T01:01:00Z
accounts-000175,AC-00175,CU-00175,BR-015,credit,USD,2026-01-07T09:42:00Z,active,22378.00,14544.00,2026-01-03T01:18:00Z
accounts-000176,AC-00176,CU-00176,BR-016,checking,USD,2026-01-07T10:35:00Z,active,6808.00,12247.00,2026-01-03T01:35:00Z
accounts-000177,AC-00177,CU-00177,BR-017,savings,USD,2026-01-07T11:28:00Z,active,4167.00,4163.00,2026-01-03T01:52:00Z
accounts-000178,AC-00178,CU-00178,BR-018,credit,USD,2026-01-07T12:21:00Z,active,23452.00,13615.00,2026-01-03T02:09:00Z
accounts-000179,AC-00179,CU-00179,BR-019,savings,USD,2026-01-07T13:14:00Z,active,5390.00,7277.00,2026-01-03T02:26:00Z
accounts-000180,AC-00180,CU-00180,BR-020,checking,USD,2026-01-07T14:07:00Z,active,1395.00,5946.00,2026-01-03T02:43:00Z
accounts-000181,AC-00181,CU-00181,BR-001,checking,USD,2026-01-07T15:00:00Z,active,23751.00,1078.00,2026-01-03T03:00:00Z
accounts-000182,AC-00182,CU-00182,BR-002,credit,USD,2026-01-07T15:53:00Z,active,6630.00,2301.00,2026-01-03T03:17:00Z
accounts-000183,AC-00183,CU-00183,BR-003,savings,USD,2026-01-07T16:46:00Z,active,16868.00,13595.00,2026-01-03T03:34:00Z
accounts-000184,AC-00184,CU-00184,BR-004,checking,USD,2026-01-07T17:39:00Z,active,16984.00,4049.00,2026-01-03T03:51:00Z
accounts-000185,AC-00185,CU-00185,BR-005,credit,USD,2026-01-07T18:32:00Z,active,23959.00,1275.00,2026-01-03T04:08:00Z
accounts-000186,AC-00186,CU-00186,BR-006,savings,USD,2026-01-07T19:25:00Z,active,22592.00,1448.00,2026-01-03T04:25:00Z
accounts-000187,AC-00187,CU-00187,BR-007,savings,USD,2026-01-07T20:18:00Z,active,10814.00,3160.00,2026-01-03T04:42:00Z
accounts-000188,AC-00188,CU-00188,BR-008,savings,USD,2026-01-07T21:11:00Z,active,22894.00,12445.00,2026-01-03T04:59:00Z
accounts-000189,AC-00189,CU-00189,BR-009,checking,USD,2026-01-07T22:04:00Z,active,23059.00,2211.00,2026-01-03T05:16:00Z
accounts-000190,AC-00190,CU-00190,BR-010,checking,USD,2026-01-07T22:57:00Z,active,9728.00,9549.00,2026-01-03T05:33:00Z
accounts-000191,AC-00191,CU-00191,BR-011,checking,USD,2026-01-07T23:50:00Z,active,16328.00,2453.00,2026-01-03T05:50:00Z
accounts-000192,AC-00192,CU-00192,BR-012,credit,USD,2026-01-08T00:43:00Z,active,3976.00,8608.00,2026-01-03T06:07:00Z
accounts-000193,AC-00193,CU-00193,BR-013,credit,USD,2026-01-08T01:36:00Z,active,23828.00,2275.00,2026-01-03T06:24:00Z
